0,40.7338007,-74.0021484,bar
1,40.7120257,-73.951117,bar
2,40.6611793,-74.2771572,bar
3,40.6597534,-74.2799124,bar
4,40.6587962,-74.2823671,bar
5,40.7189211,-73.9452678,bar
6,40.7170577,-74.3580521,bar
7,40.7351498,-73.674781,bar
8,40.7157341,-74.0425368,bar
9,40.8536225,-74.2289151,bar
10,40.7150889,-74.0103445,bar
11,40.6825193,-73.9614701,bar
12,40.6762072,-73.9835922,bar
13,40.7209114,-73.9569205,bar
14,40.9412702,-73.9615071,bar
15,40.7545379,-73.9770283,bar
16,40.7526584,-73.9746018,bar
17,40.7649759,-73.9880847,bar
18,40.8180235,-74.1538528,bar
19,40.8065651,-74.1599615,bar
20,40.8155633,-74.1624221,bar
21,40.6774342,-73.9638702,bar
22,40.9425373,-73.9874169,bar
23,40.6830972,-73.935249,bar
24,40.681699,-73.9346752,bar
25,40.7555936,-73.982172,bar
26,40.7531379,-73.9967415,bar
27,40.7701833,-73.912192,bar
28,40.80275,-74.1701942,bar
29,40.7906645,-73.9476244,bar
30,40.6789538,-73.7605402,bar
31,40.6995312,-73.9921773,bar
32,40.7159784,-74.0360154,bar
33,40.7446199,-74.0030314,bar
34,40.7616428,-73.9866561,bar
35,40.6725818,-73.9832797,bar
36,40.7874047,-73.7283714,bar
37,40.6397709,-73.9672216,bar
38,40.7070572,-73.9543715,bar
39,40.729763,-73.9574255,bar
40,40.7614413,-73.9094062,bar
41,40.7458336,-73.8901305,bar
42,40.748071,-73.9860508,bar
43,40.9065092,-73.9039566,bar
44,40.7719194,-73.9818733,bar
45,40.7844481,-73.9776492,bar
46,40.7259033,-74.0094874,bar
47,40.7371272,-73.9846044,bar
48,40.7210779,-73.9842186,bar
49,40.7112802,-73.9609591,bar
50,40.7105361,-73.9583554,bar
51,40.7402557,-74.0055355,bar
52,40.7224339,-73.9899014,bar
53,40.714362,-73.9981472,bar
54,40.7618244,-73.9109732,bar
55,40.7634117,-73.9134101,bar
56,40.8032214,-73.9639173,bar
57,40.7524774,-73.984652,bar
58,40.7110056,-73.9453695,bar
59,40.7300079,-73.9577527,bar
60,40.7078526,-73.8311564,bar
61,40.8162456,-73.9906916,bar
62,40.7300934,-73.9564221,bar
63,40.7205705,-73.9549076,bar
64,40.7368488,-73.9552028,bar
65,40.7590985,-73.9195734,bar
66,40.7584418,-73.8923597,bar
67,40.7807398,-73.9810582,bar
68,40.7210499,-73.9407121,bar
69,40.7304989,-73.9901675,bar
70,40.7230307,-74.0029728,bar
71,40.8003071,-73.9683595,bar
72,40.7470196,-73.9528397,bar
73,40.7219806,-73.957629,bar
74,40.7499096,-73.99538,bar
75,40.7250437,-73.981466,bar
76,40.7422344,-73.9986032,bar
77,40.7150021,-73.9516171,bar
78,40.7158872,-73.9621335,bar
79,40.7163751,-73.9615756,bar
80,40.7383522,-73.9929398,bar
81,40.7386753,-73.9937002,bar
82,40.7299726,-73.9809089,bar
83,40.7291488,-73.9784016,bar
84,40.6773847,-73.9984641,bar
85,40.7297146,-73.9887321,bar
86,40.6790935,-73.9835432,bar
87,40.6422503,-74.0767143,bar
88,40.7153863,-73.990065,bar
89,40.7344923,-74.0029504,bar
90,40.6858219,-73.9884647,bar
91,40.7788159,-73.9141316,bar
92,40.6907804,-73.9957071,bar
93,40.7940846,-73.9728865,bar
94,40.7318319,-73.9855738,bar
95,40.7126763,-73.7844901,bar
96,40.719827,-73.9994807,bar
97,40.6878726,-73.9956517,bar
98,40.725928,-73.9834617,bar
99,40.7272107,-73.9828647,bar
100,40.7445195,-73.9904827,bar
101,40.7451365,-73.9900429,bar
102,40.7281515,-74.0018859,bar
103,40.6808556,-73.9915451,bar
104,40.6750671,-73.9992481,bar
105,40.6731699,-74.0122091,bar
106,40.681954,-73.9497304,bar
107,40.7288472,-74.0002307,bar
